name,affiliation,country,orcid,dblp_pid,matched_by,core_papers,extended_papers,venues,last_year,homepage
Anne Hess,THWS,de,,128/7195,name,0,0,,,https://fiw.thws.de/fakultaet/personen/dozentinnen-und-dozenten/person/prof-dr-ing-anne-hess
Christian Bachmeir,THWS,de,,49/3305,name,1,0,ECCV,2024,https://fiw.thws.de/fakultaet/personen/dozentinnen-und-dozenten/person/prof-dr-christian-bachmeir
Dorit Borrmann,THWS,de,0000-0002-1363-4913,29/5760,orcid,2,0,IROS,2022,https://robotik.thws.de/team/professoren
Frank Deinzer,THWS,de,,07/1891,name,0,0,,,https://fiw.thws.de/fakultaet/personen/dozentinnen-und-dozenten/person/prof-dr-frank-deinzer
Frank-Michael Schleif,THWS,de,0000-0002-7539-1283,s/FrankMichaelSchleif,orcid,0,0,,,https://fiw.thws.de/fakultaet/personen/dozentinnen-und-dozenten/person/prof-dr-frank-michael-schleif
Ivan P. Yamshchikov,THWS,de,0000-0003-3784-0671,178/9094,orcid,6,3,AAAI;ACL;EACL;EMNLP,2026,https://fiw.thws.de/fakultaet/personen/dozentinnen-und-dozenten/person/prof-dr-ivan-yamshchikov
Karsten Huffstadt,THWS,de,,165/8144,name,0,0,,,https://fiw.thws.de/fakultaet/personen/dozentinnen-und-dozenten/person/prof-dr-karsten-huffstadt
Magda Gregorová,THWS,de,0000-0002-1285-8130,166/1462,orcid,1,0,TMLR,2024,https://fiw.thws.de/fakultaet/personen/dozentinnen-und-dozenten/person/prof-dr-magda-gregorova
Martin Storath,THWS,de,0000-0003-1427-0776,06/8116,orcid,0,0,,,https://fang.thws.de/en/faculty/staff/professors-and-lecturers/person/prof-dr-martin-storath
Pascal Meissner,THWS,de,0000-0002-7918-1566,67/10334,orcid,3,0,EMNLP;ICRA;IROS,2025,https://fiw.thws.de/fakultaet/personen/dozentinnen-und-dozenten/person/prof-dr-ing-pascal-meissner
Tobias Kaupp,THWS,de,0000-0003-3017-5816,56/3818,orcid,0,0,,,https://robotik.thws.de/team/professoren
Volker Willert,THWS,de,,90/7020,name,0,0,,,https://robotik.thws.de/team/professoren
Adam Wolisz,TU Berlin,de,,w/AdamWolisz,name,0,0,,,https://www.tkn.tu-berlin.de/menue/team/wolisz/parameter/de
Axel Küpper,TU Berlin,de,,k/AxelKupper,name,0,0,,,https://www.snet.tu-berlin.de/menue/team/prof_dr_axel_kuepper
Begüm Demir,TU Berlin,de,,47/622,name,2,1,CVPR;ICASSP;NeurIPS,2025,https://www.rsim.tu-berlin.de/menue/team/prof_dr_beguem_demir
Ben H. H. Juurlink,TU Berlin,de,,82/2282,name,0,0,,,https://www.aes.tu-berlin.de/menue/mitarbeiterinnen/prof_dr_ben_juurlink
Benjamin Blankertz,TU Berlin,de,,10/2021,name,0,0,,,http://www.user.tu-berlin.de/blanker
Bernardus Juurlink,TU Berlin,de,,82/2282,name,0,0,,,https://www.aes.tu-berlin.de/menue/mitarbeiterinnen/prof_dr_ben_juurlink
Bettina Berendt,TU Berlin,de,,b/BettinaBerendt,name,2,2,ACL;EACL;NAACL;WWW,2026,https://www.eecs.tu-berlin.de/menue/einrichtungen/professuren/professorinnen/berendt/parameter/en
Ceenu George,TU Berlin,de,0009-0002-8616-0234,206/1185,name,0,5,CHI,2026,https://www.tu.berlin/vcard/ceenu.george
David Bermbach,TU Berlin,de,,83/10278,name,0,0,,,https://www.mcc.tu-berlin.de/menue/team/prof_dr_ing_david_bermbach/parameter/de
Falko Dressler,TU Berlin,de,0000-0002-1989-1750,d/FalkoDressler,orcid,1,0,NeurIPS,2025,https://www2.tkn.tu-berlin.de/team/dressler
Fatma Deniz,TU Berlin,de,,198/0497,name,2,1,ACL;EMNLP;NeurIPS,2025,https://www.fatmanet.com
Friedel Gerfers,TU Berlin,de,,31/4558,name,0,0,,,https://www.msc.tu-berlin.de/menue/team/gerfers/parameter/de
Giuseppe Caire,TU Berlin,de,,19/2492,name,0,8,ICASSP,2024,https://www.commit.tu-berlin.de/menue/mitarbeiter/fachgebietsleiter
Guillermo Gallego 0002,TU Berlin,de,0000-0002-2672-9241,95/4750-2,orcid,26,0,CVPR;ECCV;ICCV;ICRA;TMLR;TPAMI;TRO,2025,https://www.eecs.tu-berlin.de/menue/einrichtungen/professuren/professorinnen/gallego/parameter/en
Guillermo Gallego Bonet,TU Berlin,de,,95/4750-2,name,26,0,CVPR;ECCV;ICCV;ICRA;TMLR;TPAMI;TRO,2025,https://www.eecs.tu-berlin.de/menue/einrichtungen/professuren/professorinnen/gallego/parameter/en
Hans-Ulrich Heiss,TU Berlin,de,,34/173,name,0,0,,,https://www.kbs.tu-berlin.de/menue/personen/prof_dr_hans-ulrich_heiss
Hans-Ulrich Heiß,TU Berlin,de,,34/173,name,0,0,,,https://www.kbs.tu-berlin.de/menue/personen/prof_dr_hans-ulrich_heiss
Henning Sprekeler,TU Berlin,de,,66/5955,name,4,0,AAAI;ICLR;ICML;IJCV,2026,https://www.cognition.tu-berlin.de/menue/members/henning_sprekeler/parameter/de
Ina Schieferdecker,TU Berlin,de,0000-0001-6298-2327,s/InaSchieferdecker,orcid,0,0,,,https://www.eecs.tu-berlin.de/menue/einrichtungen/professuren/professorinnen/schieferdecker
Ingo M. Weber,TU Berlin,de,0000-0002-4833-5921,59/1213,orcid,0,0,,,https://www.sbe.tu-berlin.de/menue/team/prof_dr_ingo_weber/parameter/en
Ingo Weber,TU Berlin,de,,59/1213,name,0,0,,,https://www.sbe.tu-berlin.de/menue/team/prof_dr_ingo_weber/parameter/en
Jean-Pierre Seifert,TU Berlin,de,0000-0002-5372-4825,98/117,orcid,0,0,,,https://www.eecs.tu-berlin.de/menue/einrichtungen/professuren/professorinnen/seifert
Jens Lambrecht,TU Berlin,de,,123/6358,name,10,0,ICRA;IROS;RSS,2024,https://www.ignc.tu-berlin.de/menue/ueber_uns/team/parameter/de
Jörg Raisch,TU Berlin,de,,69/2541,name,0,0,,,https://www.eecs.tu-berlin.de/menue/einrichtungen/professuren/professorinnen/raisch/parameter/en
Klaus Obermayer,TU Berlin,de,,o/KlausObermayer,name,0,0,,,https://www.ni.tu-berlin.de/menue/mitarbeiter/leiter_der_forschungsgruppe/obermayer_klaus/parameter/de
Klaus-Robert Müller,TU Berlin,de,0000-0002-3861-7685,m/KRMuller,orcid,23,4,CVPR;ECAI;ICLR;ICML;MICCAI;Nature Machine Intelligence;NeurIPS;TMLR;TPAMI,2025,https://www.ml.tu-berlin.de/menue/mitglieder/klaus-robert_mueller
Konrad Rieck,TU Berlin,de,0000-0002-5054-8758,64/4020,orcid,2,0,ICML;NeurIPS,2025,https://www.mlsec.org/team/rieck
Manfred Hauswirth,TU Berlin,de,,h/ManfredHauswirth,name,1,4,ICCV;WWW,2026,https://www.ods.tu-berlin.de/menue/chair_for_open_distributed_systems/about_us/professor
Manfred Opper,TU Berlin,de,,04/4273,name,4,0,ICLR;ICML;NeurIPS,2025,https://www.ki.tu-berlin.de/menue/team/manfred_opper/forschungsgebiete
Marc Alexa,TU Berlin,de,0000-0002-9854-8466,a/MarcAlexa,orcid,4,3,CVPR;NeurIPS;SIGGRAPH,2026,https://www.cg.tu-berlin.de/team/prof-dr-marc-alexa
Marc Toussaint,TU Berlin,de,0000-0002-5487-6767,t/MarcToussaint,orcid,39,2,CoRL;ICAPS;ICLR;ICML;ICRA;IJRR;IROS;MICCAI;NeurIPS;TMLR;TRO;UAI,2025,https://www.user.tu-berlin.de/mtoussai/index.html
Marianne Maertens,TU Berlin,de,,02/7225,name,0,0,,,https://www.psyco.tu-berlin.de/people.html
Martin Skutella,TU Berlin,de,,80/2691,name,4,0,AAAI;COLT;NeurIPS,2025,https://www.eecs.tu-berlin.de/menue/einrichtungen/professuren/professorinnen/skutella/parameter/en
Mathias Weller,TU Berlin,de,,64/7186,name,0,0,,,https://www.tu.berlin/akt/ueber-uns/leitung
Matthias Boehm 0001,TU Berlin,de,0000-0003-1344-3663,75/887,orcid,0,0,,,https://mboehm7.github.io
Matthias Böhm 0001,TU Berlin,de,,75/887,name,0,0,,,https://mboehm7.github.io
Michel Steuwer,TU Berlin,de,0000-0001-5048-0741,35/10101,orcid,0,0,,,https://www.tu.berlin/en/compl/about-us/head
Odej Kao,TU Berlin,de,,24/2656,name,0,0,,,https://www.cit.tu-berlin.de/kao
Olaf Hellwich,TU Berlin,de,,83/3572,name,4,0,CVPR;ECCV;ICLR;IJCV,2026,https://www.cv.tu-berlin.de/menue/mitarbeiter/olaf_hellwich
Oliver Brock,TU Berlin,de,,b/OliverBrock,name,17,0,ICRA;IJRR;IROS;RSS;TRO,2025,https://www.robotics.tu-berlin.de/menue/team/oliver_brock/parameter/de
Rafael F. Schaefer,TU Berlin,de,,90/5247,name,0,4,ICASSP,2024,https://www.commit.tu-berlin.de/menue/mitarbeiter/juniorprofessor_rafael_schaefer
Rafael F. Wyrembelski,TU Berlin,de,,90/5247,name,0,4,ICASSP,2024,https://www.commit.tu-berlin.de/menue/mitarbeiter/juniorprofessor_rafael_schaefer
Rolf Niedermeier,TU Berlin,de,0000-0003-1703-1236,n/RolfNiedermeier,orcid,12,5,AAAI;AAMAS;ECAI;IJCAI,2023,https://www.akt.tu-berlin.de/index.php?id=110570
Ronald Freund,TU Berlin,de,,96/1592,name,0,0,,,https://www.eecs.tu-berlin.de/menue/einrichtungen/professuren/professorinnen/freund
Sabine Glesner,TU Berlin,de,,14/3640,name,0,0,,,https://www.sese.tu-berlin.de/menue/ueber_uns/team/sabine_glesner
Sahin Albayrak,TU Berlin,de,0000-0001-5092-4584,a/SahinAlbayrak,orcid,2,0,TMLR;UAI,2025,https://www.eecs.tu-berlin.de/menue/einrichtungen/professuren/professorinnen/albayrak
Sebastian Möller 0001,TU Berlin,de,0000-0003-3057-0760,37/5849,orcid,14,8,ACL;EMNLP;ICASSP;Interspeech;NAACL,2026,https://www.tu.berlin/en/qu/about-us/management
Sebastian Pokutta,TU Berlin,de,0000-0001-7365-3000,75/7718,orcid,33,2,AAAI;AISTATS;CHI;COLT;ICLR;ICML;JMLR;NeurIPS,2026,https://www.eecs.tu-berlin.de/menue/einrichtungen/professuren/professorinnen/pokutta/parameter/en
Sebastian Schelter,TU Berlin,de,0000-0003-4722-5840,118/7229,orcid,2,8,ICLR;ICML;KDD;RecSys;SIGIR;WWW,2026,https://deem.berlin/#professor
Sergio Lucia,TU Berlin,de,,137/3061,name,0,0,,,https://www.iot.tu-berlin.de/menue/team/sergio_lucia
Slawomir Stanczak,TU Berlin,de,,s/SlawomirStanczak,name,0,5,ICASSP,2024,https://www.netit.tu-berlin.de/menue/team/prof_dr_ing_slawomir_stanczak
Stefan Haufe,TU Berlin,de,,79/3707,name,2,0,ICML;NeurIPS,2023,https://www.eecs.tu-berlin.de/menue/einrichtungen/professuren/professorinnen/haufe/parameter/en
Stefan Schmid 0001,TU Berlin,de,0000-0002-7798-1711,58/3289-1,orcid,0,1,WWW,2023,https://www.inet.tu-berlin.de/menue/people/profs0/stefan/parameter/en
Stefan Tai,TU Berlin,de,,t/StefanTai,name,0,0,,,https://www.ise.tu-berlin.de/menue/team/prof_dr_ing_stefan_tai
Stephan Kreutzer,TU Berlin,de,0009-0002-9409-5356,k/StephanKreutzer,orcid,0,0,,,https://www.las.tu-berlin.de/menue/people/stephan_kreutzer
Thomas Magedanz,TU Berlin,de,,47/2348,name,0,0,,,https://www.av.tu-berlin.de/menue/team/prof_dr_thomas_magedanz
Thomas Sikora,TU Berlin,de,0000-0001-5695-9614,s/ThomasSikora,orcid,0,0,,,https://www.nue.tu-berlin.de/menue/mitarbeiterinnen/prof_dr_ing_thomas_sikora
Thomas Wiegand 0001,TU Berlin,de,,w/ThomasWiegand,name,7,2,ACL;CVPR;ECCV;ICLR;ICML;Nature Machine Intelligence;NeurIPS;TMLR,2025,https://www.ic.tu-berlin.de/menue/leitung
Thomas Zinner,TU Berlin,de,,88/462,name,0,0,,,https://www.inet.tu-berlin.de/menue/people/prof/zinner0/parameter/de
Uwe Nestmann,TU Berlin,de,,n/UweNestmann,name,0,0,,,https://www.mtv.tu-berlin.de/nestmann
Volker Markl,TU Berlin,de,0009-0009-0964-026X,m/VMarkl,orcid,0,1,WWW,2026,https://www.dima.tu-berlin.de/menue/mitarbeiter/volker_markl/parameter/de
Wojciech Samek,TU Berlin,de,0000-0002-6283-3265,79/9736,orcid,28,7,AAAI;ACL;CVPR;ECAI;ECCV;ICCV;ICLR;ICML;IJCAI;JMLR;MICCAI;Nature Machine Intelligence;NeurIPS;TMLR,2026,https://www.tu.berlin/vcard/wojciech.samek
Wolfgang Hönig,TU Berlin,de,,180/9152,name,12,0,AAAI;ICRA;IROS;TRO,2026,https://whoenig.github.io
Ziawasch Abedjan,TU Berlin,de,0000-0002-2846-1373,38/8707,orcid,0,1,WWW,2022,https://d2ip-tub.github.io/zabedjan
Christian Dietrich 0001,TU Braunschweig,de,0000-0001-9258-0513,30/5956-1,orcid,0,0,,,https://ibr.cs.tu-bs.de/vss/People/dietrich
Guillermo Payá Vayá,TU Braunschweig,de,,64/1540,name,0,0,,,https://www.tu-braunschweig.de/eis/paya-vaya
Hermann G. Matthies,TU Braunschweig,de,,65/2151,name,0,0,,,https://www.tu-braunschweig.de/wire/institut/mitarbeiter/hmatthies
Jochen J. Steil,TU Braunschweig,de,,70/1032,name,5,0,CoRL;ICRA;IJRR,2025,http://www.rob.cs.tu-bs.de/jsteil
Jochen Jakob Steil,TU Braunschweig,de,,70/1032,name,5,0,CoRL;ICRA;IJRR,2025,http://www.rob.cs.tu-bs.de/jsteil
Jochen Steil,TU Braunschweig,de,,,,0,0,,,http://www.rob.cs.tu-bs.de/jsteil
Lars C. Wolf,TU Braunschweig,de,,w/LarsCWolf,name,0,0,,,https://www.ibr.cs.tu-bs.de/users/wolf
Lars Christian Wolf,TU Braunschweig,de,,w/LarsCWolf,name,0,0,,,https://www.ibr.cs.tu-bs.de/users/wolf
Marcus A. Magnor,TU Braunschweig,de,0000-0003-0579-480X,m/MarcusAMagnor,orcid,1,1,CHI;CVPR,2021,https://graphics.tu-bs.de/people/magnor
Marcus Andreas Magnor,TU Braunschweig,de,,m/MarcusAMagnor,name,1,1,CHI;CVPR,2021,https://graphics.tu-bs.de/people/magnor
Martin Johns,TU Braunschweig,de,0000-0003-2574-5060,82/359,orcid,0,0,,,http://www.martinjohns.com
Reinhold Haux,TU Braunschweig,de,,h/ReinholdHaux,name,0,0,,,https://plri.de/mitarbeiter/reinhold-haux
Roland Meyer 0001,TU Braunschweig,de,0000-0001-8495-671X,86/3051,orcid,0,0,,,https://www.tcs.cs.tu-bs.de/group/meyer
Rüdiger Kapitza,TU Braunschweig,de,,27/2697,name,0,0,,,https://www.ibr.cs.tu-bs.de/users/kapitza
Sándor P. Fekete,TU Braunschweig,de,,f/SandorPFekete,name,3,0,ICRA;IROS,2025,https://www.ibr.cs.tu-bs.de/users/fekete
Thomas M. Deserno,TU Braunschweig,de,,l/ThomasMartinLehmann,name,0,0,,,https://plri.de/mitarbeiter/thomas-deserno
Thomas Martin Deserno,TU Braunschweig,de,,l/ThomasMartinLehmann,name,0,0,,,https://plri.de/mitarbeiter/thomas-deserno
Thomas Martin Lehmann,TU Braunschweig,de,,l/ThomasMartinLehmann,name,0,0,,,https://plri.de/mitarbeiter/thomas-deserno
Wolf-Tilo Balke,TU Braunschweig,de,0000-0002-5443-1215,b/WTBalke,orcid,1,1,EMNLP;IJCAI,2022,http://www.ifis.cs.tu-bs.de/staff/balke
Alejandro Masrur,TU Chemnitz,de,0000-0003-2524-1751,45/6623,name,0,0,,,https://www.tu-chemnitz.de/informatik/CAS/people/masrur.php
Andreas Goerdt,TU Chemnitz,de,,g/AndreasGoerdt,name,0,0,,,https://www.tu-chemnitz.de/informatik/TI/professur/professor.php
Danny Kowerko,TU Chemnitz,de,,182/4066,name,0,0,,,https://www.tu-chemnitz.de/informatik/mc/professor.php
Fred H. Hamker,TU Chemnitz,de,,69/1370,name,0,0,,,https://www.tu-chemnitz.de/informatik/KI/fhamker.php
Fred Henrik Hamker,TU Chemnitz,de,,69/1370,name,0,0,,,https://www.tu-chemnitz.de/informatik/KI/fhamker.php
Gudula Rünger,TU Chemnitz,de,,r/GudulaRunger,name,0,0,,,https://www.tu-chemnitz.de/informatik/PI/professur/inhaber/index.php
Guido Brunnett,TU Chemnitz,de,,55/2743,name,0,0,,,https://www.tu-chemnitz.de/informatik/HomePages/GDV/professurinhaber.php
Hanno Lefmann,TU Chemnitz,de,,69/4773,name,0,0,,,https://www.tu-chemnitz.de/informatik/ThIS/site/personal.php
Janet Feigenspan,TU Chemnitz,de,,88/7055,name,0,0,,,https://www.tu-chemnitz.de/informatik/ST/professur/professor.php
Janet Siegmund,TU Chemnitz,de,0000-0002-5815-266X,88/7055,orcid,0,0,,,https://www.tu-chemnitz.de/informatik/ST/professur/professor.php
Martin Gaedke,TU Chemnitz,de,0000-0002-6729-2912,11/4107,orcid,0,2,WWW,2026,https://vsr.informatik.tu-chemnitz.de/about/people/gaedke
Matthias Werner 0001,TU Chemnitz,de,0000-0002-3963-2246,05/996-1,orcid,0,0,,,https://osg.informatik.tu-chemnitz.de/Staff/M_Werner/?lang=de
Maximilian Eibl,TU Chemnitz,de,,e/MaximilianEibl,name,0,1,CHI,2023,https://www.tu-chemnitz.de/informatik/Medieninformatik
Thomas Bauschert,TU Chemnitz,de,,76/5521,name,0,0,,,https://www.tu-chemnitz.de/etit/kn/kn.php
Ulrike Thomas,TU Chemnitz,de,,21/2337,name,10,0,ICRA;IROS,2024,https://www.tu-chemnitz.de/etit/robosys/professorship/thomas.php
Wolfram Hardt,TU Chemnitz,de,,40/3158,name,0,0,,,https://www.tu-chemnitz.de/informatik/ce/professur/professor.php
Andreas Rausch 0001,TU Clausthal,de,0000-0002-6850-6409,46/173,orcid,1,0,ICLR,2024,https://www.isse.tu-clausthal.de/en/get-in-touch/team-1/faculty/prof-dr-andreas-rausch
Andreas Reinhardt 0001,TU Clausthal,de,,06/2639-1,name,0,0,,,https://www.in.tu-clausthal.de/abteilungen/energieinformationsnetze-und-systeme
Benjamin Leiding,TU Clausthal,de,,180/5970,name,0,0,,,https://www.isse.tu-clausthal.de/ueber-uns/team-neu/institutsverwaltung/prof-dr-benjamin-leiding
Christian Bartelt,TU Clausthal,de,0000-0003-0426-6714,15/73,orcid,12,6,AAAI;AAMAS;ACL;CHI;ECAI;ICCV;ICLR;ICML;IJCAI;IJCV;NAACL;NeurIPS;TMLR,2026,https://www.isse.tu-clausthal.de/ueber-uns/team-neu/professoren-und-dozenten/prof-dr-christian-bartelt
Günter Kemnitz,TU Clausthal,de,,32/500,name,0,0,,,http://techwww.in.tu-clausthal.de/site/Personen/Index
Jörg P. Müller,TU Clausthal,de,,m/JPMuller,name,1,1,ECAI;IJCAI,2024,https://meclab.in.tu-clausthal.de/members/member.php?member=joerg.mueller
Jürgen Dix,TU Clausthal,de,,d/JurgenDix,name,1,1,AAAI;AAMAS,2023,https://www.ifi-ci.tu-clausthal.de/members/leader/prof-dr-juergen-dix
Kai Kunze,TU Clausthal,de,0000-0003-2294-3774,44/5109,orcid,0,18,CHI;SIGGRAPH,2026,http://kaikunze.de
Mohammad Ghafari,TU Clausthal,de,0000-0002-1986-9668,119/3648,name,0,0,,,https://www.isse.tu-clausthal.de/ueber-uns/team-neu/professoren-und-dozenten/prof-dr-mohammad-ghafari
Oliver Keszöcze,TU Clausthal,de,0000-0003-2033-6153,58/10052,orcid,0,0,,,https://www.ifi.tu-clausthal.de/ueber-uns/personen/keszoecze-oliver-prof-dr
Robert Bredereck,TU Clausthal,de,0000-0002-6303-6276,23/7805,orcid,12,6,AAAI;AAMAS;ECAI;IJCAI;NeurIPS,2026,https://robert.bredereck.info
Rüdiger Ehlers,TU Clausthal,de,0000-0002-8315-1431,30/1143,orcid,0,1,AAMAS,2021,https://www.isse.tu-clausthal.de/ueber-uns/team-neu/institutsverwaltung/prof-dr-ruediger-ehlers
Sven Hartmann,TU Clausthal,de,,h/SvenHartmann,name,0,0,,,https://www2.in.tu-clausthal.de/~hartmann
Thorsten Grosch,TU Clausthal,de,,88/4664,name,0,0,,,https://www.ifi-gdpm.tu-clausthal.de/ueber-uns/personen/leitung/prof-dr-thorsten-grosch
Ahmad-Reza Sadeghi,TU Darmstadt,de,0000-0001-6833-3598,s/AhmadRezaSadeghi,orcid,0,0,,,https://www.trust.informatik.tu-darmstadt.de/people/ahmad-reza-sadeghi
Alejandro P. Buchmann,TU Darmstadt,de,,b/APBuchmann,name,0,0,,,http://www.dvs.tu-darmstadt.de/staff/buchmann
Amir Moradi 0001,TU Darmstadt,de,0000-0002-4032-7433,38/3348,orcid,0,0,,,https://www.informatik.tu-darmstadt.de/impsec/start_impsec/index.en.jsp
Andreas Koch 0001,TU Darmstadt,de,0000-0002-1164-3082,84/1948-1,orcid,0,0,,,https://www.esa.informatik.tu-darmstadt.de/team/ahk
Andres Goens,TU Darmstadt,de,0000-0002-0409-1363,144/4631,orcid,0,0,,,https://www.informatik.tu-darmstadt.de/fb20/professuren_und_gruppenleitungen/fb20professuren_und_gruppenleitungen_detailseite_154560.de.jsp
Andy Schürr,TU Darmstadt,de,0000-0001-8100-1109,s/AndySchurr,orcid,0,0,,,https://www.es.tu-darmstadt.de/es/team/andy-schuerr
Angela J. Yu,TU Darmstadt,de,,79/5624,name,0,0,,,https://www.humanw.tu-darmstadt.de/kontakt_details_83584.de.jsp
Anna Rohrbach,TU Darmstadt,de,0000-0003-1161-6006,152/5114,orcid,24,2,ACL;CVPR;ECCV;EMNLP;ICCV;ICLR;ICML;NAACL;NeurIPS,2026,https://anna-rohrbach.net
Björn Scheuermann 0001,TU Darmstadt,de,0000-0002-1133-1775,15/503-1,orcid,1,2,ICML;WWW,2026,https://www.kom.tu-darmstadt.de
Carsten Binnig,TU Darmstadt,de,0000-0002-2744-7836,45/1559,orcid,2,1,AAAI;NeurIPS;WWW,2026,http://binnig.name
Christian Bischof,TU Darmstadt,de,0000-0003-2711-3032,b/ChristianHBischof,orcid,0,0,,,http://www.sc.informatik.tu-darmstadt.de/fg/people/mitarbeiterdetails_sc_5312.en.jsp
Christian H. Bischof,TU Darmstadt,de,,b/ChristianHBischof,name,0,0,,,https://www.informatik.tu-darmstadt.de/sc/fg/people/details/christian_bischof.en.jsp
Christian Reuter 0001,TU Darmstadt,de,0000-0003-1920-038X,79/3736,orcid,1,5,CHI;TACL,2026,https://peasec.de/team/reuter
Constantin A. Rothkopf,TU Darmstadt,de,0000-0002-5636-0801,71/5555,orcid,8,3,ACL;AISTATS;CHI;ICLR;ICML;ICRA;Nature Machine Intelligence;NeurIPS,2025,https://www.pip.tu-darmstadt.de/members_pip/publications.en.jsp
Dieter W. Fellner,TU Darmstadt,de,0000-0001-7756-0901,f/DWFellner,orcid,0,0,,,http://www.gris.tu-darmstadt.de/home/members/fellner/index.en.htm
Dominik Michels 0001,TU Darmstadt,de,,197/1265-1,name,0,0,,,https://www.informatik.tu-darmstadt.de/fb20/organisation_fb20/professuren_und_gruppenleitungen/fb20professuren_und_gruppenleitungen_detailseite_126848.en.jsp
Felix Wolf 0001,TU Darmstadt,de,0000-0001-6595-3599,w/FelixWolf,orcid,0,0,,,https://www.informatik.tu-darmstadt.de/parallel/parallel_programming/parallel_team/felix_wolf/index.en.jsp
Florian Benjamin Müller,TU Darmstadt,de,,m/FlorianMueller-3,name,0,29,CHI,2026,https://flomue.com
Florian Mueller 0003,TU Darmstadt,de,,,,0,0,,,https://flomue.com
Florian Müller 0003,TU Darmstadt,de,0000-0002-9621-6214,m/FlorianMueller-3,orcid,0,29,CHI,2026,https://flomue.com
Georgia Chalvatzaki,TU Darmstadt,de,,145/3334,name,27,0,CoRL;ICCV;ICLR;ICML;ICRA;IROS;NeurIPS;RSS;TRO,2026,https://pearl-lab.com/people/georgia-chalvatzaki
Guido Salvaneschi,TU Darmstadt,de,0000-0002-9324-8894,14/7915,orcid,0,0,,,http://www.guidosalvaneschi.com
Heiko Mantel,TU Darmstadt,de,0000-0002-6586-5529,m/HeikoMantel,orcid,0,0,,,http://www.mais.informatik.tu-darmstadt.de/Heiko_Mantel.html
Iryna Gurevych,TU Darmstadt,de,0000-0003-2187-7621,85/6201,orcid,137,26,AAAI;ACL;EACL;EMNLP;ICLR;ICML;NAACL;NeurIPS;SIGIR;TACL;TMLR,2026,https://www.ukp.tu-darmstadt.de/people/group-heads/prof-dr-iryna-gurevych
Jan Gugenheimer,TU Darmstadt,de,0000-0002-6466-3845,134/2961,orcid,0,27,CHI,2026,https://www.gugenheimer.com
Jan Peters 0001,TU Darmstadt,de,0000-0002-5266-8091,p/JanPeters1,orcid,102,1,AAAI;AISTATS;CoRL;ECAI;ECCV;ICLR;ICML;ICRA;IJCAI;IJRR;IROS;JMLR;NeurIPS;RSS;TMLR;TPAMI;TRO,2026,https://www.ias.informatik.tu-darmstadt.de/Team/JanPeters
Jean Paul Degabriele,TU Darmstadt,de,0000-0002-4515-974X,35/2600,name,0,0,,,https://degabriele.info
Johannes A. Buchmann,TU Darmstadt,de,,b/JohannesBuchmann,name,0,0,,,https://www.cdc.informatik.tu-darmstadt.de/de/cdc/personen/johannes-buchmann
Johannes Buchmann 0001,TU Darmstadt,de,,b/JohannesBuchmann,name,0,0,,,https://www.cdc.informatik.tu-darmstadt.de/de/cdc/personen/johannes-buchmann
Justus Thies,TU Darmstadt,de,0000-0002-0056-9825,145/9981,orcid,35,2,CVPR;ECCV;ICCV;NeurIPS;SIGGRAPH,2025,https://justusthies.github.io
Karsten Weihe,TU Darmstadt,de,0000-0003-3039-8454,w/KarstenWeihe,orcid,0,0,,,https://www.informatik.tu-darmstadt.de/fb20/organisation_fb20/professuren_und_gruppenleitungen/fb20professuren_und_gruppenleitungen_detailseite_32832.en.jsp
