name,affiliation,country,homepage,scholarid,orcid
Niclas Boehmer,Hasso Plattner Institute,de,https://hpi.de/en/research/research-groups/algorithmic-decision-making-and-society,hrz1pVwAAAAJ,
Patrick Baudisch,Hasso Plattner Institute,de,https://hpi.de/en/research/research-groups/human-computer-interaction,GdRdhYwAAAAJ,0000-0002-5005-6868
Patrick Ebel 0001,Hasso Plattner Institute,de,https://ciao-group.github.io,nRW4gQQAAAAJ,0000-0002-4437-2821
Ralf Herbrich,Hasso Plattner Institute,de,https://hpi.de/en/research/research-groups/artificial-intelligence-and-sustainability,RuvHkikAAAAJ,
Robert Hirschfeld,Hasso Plattner Institute,de,https://hpi.de/en/research/research-groups/software-architecture,NOSCHOLARPAGE,0000-0002-4249-6003
Tilmann Rabl,Hasso Plattner Institute,de,https://hpi.de/das-hpi/personen/professoren/prof-dr-tilmann-rabl.html,BQvUJuYAAAAJ,0009-0009-3335-8045
Tobias Friedrich 0001,Hasso Plattner Institute,de,https://hpi.de/en/research/research-groups/algorithm-engineering,vxfzU6IAAAAJ,0000-0003-0076-6308
Vaibhav Bajpai,Hasso Plattner Institute,de,https://vaibhavbajpai.com,ksAaiuUAAAAJ,0000-0003-4089-1090
Walid Maalej,Hasso Plattner Institute,de,https://maalejw.github.io,zVlpAfQAAAAJ,0000-0002-6899-4393
Alexander Zipf,Heidelberg University,de,https://www.geog.uni-heidelberg.de/de/personen-am-institut/prof-dr-alexander-zipf,1TAZiPwAAAAJ,
Anette Frank,Heidelberg University,de,https://www.cl.uni-heidelberg.de/nlpgroup/person/frank,9FP2fokAAAAJ,
Artur Andrzejak 0001,Heidelberg University,de,https://pvs.ifi.uni-heidelberg.de/team/aa,AmoRK7cAAAAJ,0000-0003-0150-8220
Barbara Paech,Heidelberg University,de,https://se.ifi.uni-heidelberg.de/people/barbara_paech.html,NOSCHOLARPAGE,
Bernd Jähne,Heidelberg University,de,https://www.iup.uni-heidelberg.de/de/bernd-jaehne,5vANGgcAAAAJ,
Bernhard Höfle,Heidelberg University,de,https://www.geog.uni-heidelberg.de/en/people-at-the-institute/prof-dr-bernhard-hofle,ApMMuegAAAAJ,0000-0001-5849-1461
Bogdan Savchynskyy,Heidelberg University,de,https://hci.iwr.uni-heidelberg.de/vislearn/people/bogdan,nvycljAAAAAJ,
Carsten Rother,Heidelberg University,de,https://hci.iwr.uni-heidelberg.de/vislearn/people/carsten-rother,N_YNMIMAAAAJ,0009-0005-3245-6744
Christoph S. Garbe,Heidelberg University,de,https://ipm.iwr.uni-heidelberg.de/people/cgarbe,NOSCHOLARPAGE,
Christoph Schnörr,Heidelberg University,de,https://ipa.math.uni-heidelberg.de/cschnoerr,C-5j7CQAAAAJ,0000-0002-8999-2338
Daniel Gnad 0001,Heidelberg University,de,https://fip.ifi.uni-heidelberg.de,zM2a_BoAAAAJ,0000-0001-7434-2669
Essam Badreddin,Heidelberg University,de,http://proaut.ziti.uni-heidelberg.de/joomla/index.php/en/staff/head,NOSCHOLARPAGE,
Essameddin Badreddin,Heidelberg University,de,http://proaut.ziti.uni-heidelberg.de/joomla/index.php/en/staff/head,NOSCHOLARPAGE,
Felix Joos,Heidelberg University,de,https://www.ifi.uni-heidelberg.de/theoi/team/felix_joos.html,NOSCHOLARPAGE,0000-0002-8539-9641
Filip Sadlo,Heidelberg University,de,https://vcg.iwr.uni-heidelberg.de/people/sadlo,aptHqwMAAAAJ,0000-0002-8949-8452
Fred A. Hamprecht,Heidelberg University,de,https://hci.iwr.uni-heidelberg.de/people/fhamprec,lO62bt0AAAAJ,
Georgia Koppe,Heidelberg University,de,https://humml.iwr.uni-heidelberg.de,5EVBcowAAAAJ,0000-0003-2941-9238
Guido Kanschat,Heidelberg University,de,http://simweb.iwr.uni-heidelberg.de/~gkanscha/de,G-HcRDwAAAAJ,
Holger Fröning,Heidelberg University,de,http://www.ziti.uni-heidelberg.de/ziti/en/ce-home,zToBrYIAAAAJ,0000-0001-9562-0680
Jakob Zech,Heidelberg University,de,https://jakobzech.com,F678i2sAAAAJ,
Johannes Schemmel,Heidelberg University,de,https://www.ziti.uni-heidelberg.de/en/research/nca.html,U874jgEAAAAJ,
Jürgen Hesser,Heidelberg University,de,http://medphyssrv1.medma.uni-heidelberg.de/cms,NOSCHOLARPAGE,
Jürgen W. Hesser,Heidelberg University,de,http://medphyssrv1.medma.uni-heidelberg.de/cms,NOSCHOLARPAGE,
Karl Rohr,Heidelberg University,de,http://www.bioquant.uni-heidelberg.de/index.php?id=322,mfB460IAAAAJ,
Lorenzo Masia,Heidelberg University,de,https://www.lorenzomasia.com/home,07hYOU0AAAAJ,0000-0003-2402-7139
Martin Dugas,Heidelberg University,de,https://www.klinikum.uni-heidelberg.de/personen/prof-dr-martin-dugas-9627,RvJ51Q8AAAAJ,0000-0001-9740-0788
Michael Gertz 0001,Heidelberg University,de,https://dbs.ifi.uni-heidelberg.de/team/gertz,F4eflRgAAAAJ,0000-0003-4530-6110
Nima Taherinejad,Heidelberg University,de,https://eclectx.org/team.html,IXw02bcAAAAJ,
Peter Bastian,Heidelberg University,de,https://conan.iwr.uni-heidelberg.de/people/peter,pVZJ_NcAAAAJ,
Robert Strzodka,Heidelberg University,de,https://www.physik.uni-heidelberg.de/personen/lsf.php?details=25474,NOSCHOLARPAGE,
Roland Herzog,Heidelberg University,de,https://scoop.iwr.uni-heidelberg.de/team/rherzog,sKRnoKsAAAAJ,
Sebastian Baltes,Heidelberg University,de,https://empirical-software.engineering,xO09KrYAAAAJ,
Stefan Riezler,Heidelberg University,de,https://www.cl.uni-heidelberg.de/~riezler,nY9tQLYAAAAJ,
Susanne Krömker,Heidelberg University,de,https://vngg.iwr.uni-heidelberg.de/People/kroemker,ScUVMiQAAAAJ,
Ullrich Köthe,Heidelberg University,de,https://hci.iwr.uni-heidelberg.de/vislearn/people/ullrich-koethe,gt-yaNMAAAAJ,0000-0001-6036-1287
Ulrich Brüning 0001,Heidelberg University,de,https://ra.ziti.uni-heidelberg.de/cag/staff/u-bruening,NOSCHOLARPAGE,
Vincent Heuveline,Heidelberg University,de,https://emcl.iwr.uni-heidelberg.de/people/heuveline-vincent,xsAahYgAAAAJ,0000-0002-2217-7558
Wolfgang Merkle,Heidelberg University,de,https://www.math.uni-heidelberg.de/logic/merkle/merkle.html,rgFS9KYAAAAJ,
Alan Akbik,Humboldt University of Berlin,de,https://www.informatik.hu-berlin.de/de/forschung/gebiete/ml,adKmg3IAAAAJ,0009-0003-9551-6447
Bernd-Holger Schlingloff,Humboldt University of Berlin,de,http://www2.informatik.hu-berlin.de/svt,NOSCHOLARPAGE,0000-0001-9601-157X
Christoph Berkholz,Humboldt University of Berlin,de,https://www.informatik.hu-berlin.de/de/forschung/gebiete/loginf/luk/berkholz/berkholz-page,NOSCHOLARPAGE,0000-0002-3554-517X
Eckhard Grass,Humboldt University of Berlin,de,https://www.informatik.hu-berlin.de/de/forschung/gebiete/bbk/modul-bbk,NOSCHOLARPAGE,
Holger Schlingloff,Humboldt University of Berlin,de,http://www2.informatik.hu-berlin.de/svt,NOSCHOLARPAGE,
Jan Mendling,Humboldt University of Berlin,de,https://www.informatik.hu-berlin.de/de/forschung/gebiete/promis/team/mendling,e3LVAMEAAAAJ,0000-0002-7260-524X
Jens-Peter Redlich,Humboldt University of Berlin,de,http://sar.informatik.hu-berlin.de/main/main_page.htm,NOSCHOLARPAGE,
Joachim Fischer,Humboldt University of Berlin,de,https://www.informatik.hu-berlin.de/de/forschung/gebiete/sam,NOSCHOLARPAGE,
Johann Christoph Freytag,Humboldt University of Berlin,de,http://www.dbis.informatik.hu-berlin.de,yVGyEzIAAAAJ,0000-0002-5089-6875
Johann-Christoph Freytag,Humboldt University of Berlin,de,http://www.dbis.informatik.hu-berlin.de,yVGyEzIAAAAJ,0000-0002-5089-6875
Johannes Köbler,Humboldt University of Berlin,de,https://www.informatik.hu-berlin.de/forschung/gebiete/algorithmenII,NOSCHOLARPAGE,
Lars Grunske,Humboldt University of Berlin,de,http://www.informatik.hu-berlin.de/de/forschung/gebiete/SE,tXYPtDgAAAAJ,0000-0002-8747-3745
Nicole Schweikardt,Humboldt University of Berlin,de,http://www2.informatik.hu-berlin.de/logik,Ghy_9r8AAAAJ,0000-0001-5705-1675
Niels Pinkwart,Humboldt University of Berlin,de,http://cses.informatik.hu-berlin.de,WrsLeY0AAAAJ,
Peter Eisert,Humboldt University of Berlin,de,https://www.informatik.hu-berlin.de/de/forschung/gebiete/viscom/eisert/eisert,BCElyCkAAAAJ,0000-0001-8378-4805
Stefan Kratsch,Humboldt University of Berlin,de,http://www.informatik.hu-berlin.de/de/forschung/gebiete/ae,P3-nVvkAAAAJ,
Thomas Kosch,Humboldt University of Berlin,de,https://www.informatik.hu-berlin.de/de/forschung/gebiete/hci/team/tkosch,7Qltw6YAAAAJ,0000-0001-6300-9035
Ulf Leser,Humboldt University of Berlin,de,https://www.informatik.hu-berlin.de/forschung/gebiete/wbi,VKfq59gAAAAJ,
Verena V. Hafner,Humboldt University of Berlin,de,http://adapt.informatik.hu-berlin.de,BgeNFyEAAAAJ,
Verena Vanessa Hafner,Humboldt University of Berlin,de,http://adapt.informatik.hu-berlin.de,BgeNFyEAAAAJ,
Andreas Birk 0002,Jacobs University Bremen,de,http://robotics.jacobs-university.de/people/birk,CR5fEFYAAAAJ,0000-0003-4577-2525
Francesco Maurelli,Jacobs University Bremen,de,https://www.jacobs-university.de/directory/fmaurelli,t1hnyyAAAAAJ,0000-0002-5265-3666
Horst K. Hahn,Jacobs University Bremen,de,https://www.jacobs-university.de/directory/hhahn,8wiZiu4AAAAJ,0000-0001-7512-5762
Horst Karl Hahn,Jacobs University Bremen,de,https://www.jacobs-university.de/directory/hhahn,8wiZiu4AAAAJ,
Jürgen Schönwälder,Jacobs University Bremen,de,https://www.jacobs-university.de/directory/jschoenwaelder,YaiOokwAAAAJ,
Peter Baumann 0001,Jacobs University Bremen,de,http://www.peter-baumann.org,rx9lyGkAAAAJ,0000-0003-3860-4726
Peter Zaspel,Jacobs University Bremen,de,https://www.jacobs-university.de/directory/zaspel,BnwzFi4AAAAJ,
Achim Streit,Karlsruhe Inst. of Technology,de,http://www.scc.kit.edu/personen/achim.streit.php,i72A44MAAAAJ,
Alexandros Stamatakis,Karlsruhe Inst. of Technology,de,http://www.exelixis-lab.org,WbMNvJwAAAAJ,0000-0003-0353-0691
André Platzer,Karlsruhe Inst. of Technology,de,http://symbolaris.com,Y80iWtgAAAAJ,0000-0001-7238-5710
Anne Koziolek,Karlsruhe Inst. of Technology,de,http://are.ipd.kit.edu/people/anne_koziolek,ndibIWYAAAAJ,0000-0002-1593-3394
Anne Martens,Karlsruhe Inst. of Technology,de,http://are.ipd.kit.edu/people/anne_koziolek,ndibIWYAAAAJ,
Barbara Bruno,Karlsruhe Inst. of Technology,de,https://sarai.iar.kit.edu/21_58.php,KjYT8rwAAAAJ,0000-0003-0953-7173
Benjamin Schäfer,Karlsruhe Inst. of Technology,de,https://www.iai.kit.edu/2154_4101.php,mHhhUBQAAAAJ,0000-0003-1607-9748
Bernhard Beckert,Karlsruhe Inst. of Technology,de,http://formal.iti.kit.edu/~beckert,5BPKfQIAAAAJ,0000-0002-9672-3291
Bernhard Neumair,Karlsruhe Inst. of Technology,de,http://www.scc.kit.edu/personen/bernhard.neumair.php,MHlS1MEAAAAJ,
Björn Hein,Karlsruhe Inst. of Technology,de,http://rob.ipr.kit.edu/mitarbeiter_106.php,NOSCHOLARPAGE,0000-0001-9569-5201
Boris Neubert,Karlsruhe Inst. of Technology,de,http://cg.ivd.kit.edu/neubert/index.php,t1h8g_8AAAAJ,
Carsten Dachsbacher,Karlsruhe Inst. of Technology,de,http://cg.ivd.kit.edu/dachsbacher/index.php,q72ueY0AAAAJ,0000-0003-4690-3574
Christian Wressnegger,Karlsruhe Inst. of Technology,de,https://intellisec.de/chris,GTiPndkAAAAJ,0009-0007-1493-9552
Christoph Stiller,Karlsruhe Inst. of Technology,de,https://www.mrt.kit.edu/english/mitarbeiter_stiller.php,OeAQ2c0AAAAJ,0000-0003-4165-2075
Dorothea Wagner,Karlsruhe Inst. of Technology,de,http://i11www.iti.uni-karlsruhe.de/members/dorothea_wagner/index,iqm5N9IAAAAJ,
Frank Bellosa,Karlsruhe Inst. of Technology,de,https://os.itec.kit.edu/deutsch/mitarbeiter_31.php,vC8w64wAAAAJ,0000-0002-0806-3191
Franziska Boehm,Karlsruhe Inst. of Technology,de,https://www.zar.kit.edu/492.php?ID=237,NOSCHOLARPAGE,
Frederike Zufall,Karlsruhe Inst. of Technology,de,https://www.zar.kit.edu/mitarbeitende_frederike.zufall.php,NOSCHOLARPAGE,0000-0003-4529-1596
Gerhard Neumann,Karlsruhe Inst. of Technology,de,https://alr.anthropomatik.kit.edu/21_65.php,GL360kMAAAAJ,0000-0002-5483-4225
Gregor Snelting,Karlsruhe Inst. of Technology,de,https://pp.info.uni-karlsruhe.de/personhp/gregor_snelting.php,sprhcYcAAAAJ,
Hannes Hartenstein,Karlsruhe Inst. of Technology,de,http://dsn.tm.kit.edu/staff_hartenstein.php,azfXSVIAAAAJ,
Hartmut Prautzsch,Karlsruhe Inst. of Technology,de,http://geom.ivd.kit.edu/mitarbeiter_88.php,NOSCHOLARPAGE,
Henning Meyerhenke,Karlsruhe Inst. of Technology,de,https://eae.iti.kit.edu/21_58.php,cjr90bEAAAAJ,0000-0002-7769-726X
Ina Schaefer,Karlsruhe Inst. of Technology,de,https://tva.kastel.kit.edu/team_77.php,odzaci8AAAAJ,0000-0002-7153-761X
Jan Niehues,Karlsruhe Inst. of Technology,de,https://ai4lt.iar.kit.edu/english/team_jan_niehues.php,fO9cszYAAAAJ,0000-0002-4231-6543
Jan Stühmer,Karlsruhe Inst. of Technology,de,https://mli.iar.kit.edu/21_58.php,pGukv5YAAAAJ,0009-0002-0122-5482
Jörg Henkel,Karlsruhe Inst. of Technology,de,http://ces.itec.kit.edu/21_henkel.php,AmnIAhEAAAAJ,0000-0001-9602-2922
Jörn Müller-Quade,Karlsruhe Inst. of Technology,de,http://crypto.iti.kit.edu/index.php?id=iks-mueller-quade,iJjzGQkAAAAJ,0009-0008-0362-0519
Jürgen Beyerer,Karlsruhe Inst. of Technology,de,https://ies.iar.kit.edu/1473_1497.php,-BCKzg0AAAAJ,0000-0003-3556-7181
Kathrin Gerling,Karlsruhe Inst. of Technology,de,https://hci.iar.kit.edu/deutsch/21_59.php,Ujh2RSsAAAAJ,0000-0002-8449-6124
Katja Mombaur,Karlsruhe Inst. of Technology,de,https://hcr.iar.kit.edu/team_KMombaur.php,HuN7dvgAAAAJ,0000-0003-1353-0943
Klemens Böhm,Karlsruhe Inst. of Technology,de,https://dbis.ipd.kit.edu/336.php,RzCtTjYAAAAJ,0000-0002-1706-1913
Maike Schwammberger,Karlsruhe Inst. of Technology,de,https://mase.kastel.kit.edu/team_maike_schwammberger.php,Ld6FpIIAAAAJ,0000-0002-3344-6282
Martina Zitterbart,Karlsruhe Inst. of Technology,de,http://telematics.tm.kit.edu/staff_zitterbart.php,NefkVoUAAAAJ,0000-0003-0088-6289
Marvin Künnemann,Karlsruhe Inst. of Technology,de,https://act.iti.kit.edu/people/marvinkuennemann,TCVAIDEAAAAJ,0000-0003-4813-4852
Mehdi B. Tahoori,Karlsruhe Inst. of Technology,de,http://cdnc.itec.kit.edu/21_54.php,NBQ_casAAAAJ,0000-0002-8829-5610
Mehdi Baradaran Tahoori,Karlsruhe Inst. of Technology,de,http://cdnc.itec.kit.edu/21_54.php,NBQ_casAAAAJ,0000-0002-8829-5610
Melanie Volkamer,Karlsruhe Inst. of Technology,de,https://secuso.aifb.kit.edu/english/Staff_Volkamer.php,ve0UJIEAAAAJ,0000-0003-2674-4043
Michael Beigl,Karlsruhe Inst. of Technology,de,http://pcs.tm.kit.edu/21_beigl.php,9-WU64IAAAAJ,0000-0001-5009-2327
Nadja Klein,Karlsruhe Inst. of Technology,de,https://www.scc.kit.edu/personen/nadja.klein.php,upS2UTIAAAAJ,
Pascal Friederich,Karlsruhe Inst. of Technology,de,https://aimat.iti.kit.edu/deutsch/people_71.php,3B5h6u0AAAAJ,
Peer Nowack,Karlsruhe Inst. of Technology,de,https://ki-klima.iti.kit.edu/deutsch/21_58.php,v1Pf21sAAAAJ,0000-0003-4588-7832
Peter Sanders 0001,Karlsruhe Inst. of Technology,de,http://algo2.iti.kit.edu/sanders.php,0xWltyAAAAAJ,0000-0003-3330-9349
Rainer Stiefelhagen,Karlsruhe Inst. of Technology,de,https://cvhci.iar.kit.edu/people_596.php,SFCOJxMAAAAJ,0000-0001-8046-4945
Ralf Reussner,Karlsruhe Inst. of Technology,de,http://sdq.ipd.kit.edu/people/ralf_reussner,wsPDe4IAAAAJ,0000-0002-9308-6290
Roland Bless,Karlsruhe Inst. of Technology,de,https://telematics.tm.kit.edu/staff_bless.php,bGTAgfYAAAAJ,0000-0002-1651-1548
Rudolf_Lioutikov,Karlsruhe Inst. of Technology,de,https://www.irl.iar.kit.edu/team_58.php,hvjV43MAAAAJ,
Rüdiger Dillmann,Karlsruhe Inst. of Technology,de,http://his.anthropomatik.kit.edu/21_321.php,8q019n8AAAAJ,
Sebastian Abeck,Karlsruhe Inst. of Technology,de,http://cm.tm.kit.edu/staff_abeck.php,ACsv4l8AAAAJ,
Sebastian Erdweg,Karlsruhe Inst. of Technology,de,https://pl.ipd.kit.edu/erdweg.php,2jCQrk4AAAAJ,0000-0002-1974-5956
Tamim Asfour,Karlsruhe Inst. of Technology,de,http://h2t.anthropomatik.kit.edu,65bIT4oAAAAJ,0000-0003-4879-7680
Thomas Bläsius,Karlsruhe Inst. of Technology,de,https://scale.iti.kit.edu/people/thomasblaesius,aP1JR-IAAAAJ,0000-0003-2450-744X
Thomas Dreier,Karlsruhe Inst. of Technology,de,http://www.zar.kit.edu/591.php?ID=3,NOSCHOLARPAGE,
Thorsten Strufe,Karlsruhe Inst. of Technology,de,https://ps.tm.kit.edu/members_101.php,-2ilOF4AAAAJ,0000-0002-8723-9692
Tobias Kohn,Karlsruhe Inst. of Technology,de,https://cse.iti.kit.edu/team_kohnt.php,L0DHzYYAAAAJ,0000-0002-9251-8944
Torsten Ueckerdt,Karlsruhe Inst. of Technology,de,https://i11www.iti.kit.edu/members/torsten_ueckerdt/index,QWbu1vAAAAAJ,0000-0002-0645-9715
Uwe D. Hanebeck,Karlsruhe Inst. of Technology,de,https://isas.iar.kit.edu/de/Mitarbeiter_Hanebeck.php,q-f3ITAAAAAJ,0000-0001-9870-2331
Veit Hagenmeyer,Karlsruhe Inst. of Technology,de,https://www.iai.kit.edu/Ansprechpersonen_1213.php,VQ70NaMAAAAJ,
Walter F. Tichy,Karlsruhe Inst. of Technology,de,https://ps.ipd.kit.edu/176_376.php,23RPQBQAAAAJ,0000-0002-1288-454X
Wolfgang Karl,Karlsruhe Inst. of Technology,de,http://capp.itec.kit.edu/~karl/?lang=d,NOSCHOLARPAGE,
Albrecht Schmidt 0001,LMU Munich,de,https://www.en.um.informatik.uni-muenchen.de/people/professors/schmidt/index.html,qM5jR7YAAAAJ,0000-0003-3890-1990
Alexander Wiethoff,LMU Munich,de,http://www.mmi.ifi.lmu.de/team/alexander.wiethoff,i4x6QwkAAAAJ,0000-0003-2938-7272
Andreas Butz,LMU Munich,de,http://www.medien.ifi.lmu.de/team/andreas.butz,8_z5YpQAAAAJ,0000-0002-9007-9888
Barbara Plank,LMU Munich,de,https://www.cis.lmu.de/personen/professoren/bplank/index.html,5nGlwIQAAAAJ,0000-0002-4394-1965
Bernd Bischl,LMU Munich,de,https://www.slds.stat.uni-muenchen.de,s34UckkAAAAJ,0000-0001-6002-6980
Björn Ommer,LMU Munich,de,https://ommer-lab.com/people/ommer,zWbvIUcAAAAJ,
Caroline C. Friedel,LMU Munich,de,https://www.bio.ifi.lmu.de/mitarbeiter/caroline-friedel/index.html,FcW0DAUAAAAJ,0000-0003-3569-4877
Caroline Christina Friedel,LMU Munich,de,https://www.bio.ifi.lmu.de/mitarbeiter/caroline-friedel/index.html,FcW0DAUAAAAJ,
Claudia Linnhoff,LMU Munich,de,http://www.mobile.ifi.lmu.de/team/claudia-linnhoff-popien,bJBAUu8AAAAJ,
Claudia Linnhoff-Popien,LMU Munich,de,http://www.mobile.ifi.lmu.de/team/claudia-linnhoff-popien,bJBAUu8AAAAJ,
Claudia Popien,LMU Munich,de,http://www.mobile.ifi.lmu.de/team/claudia-linnhoff-popien,bJBAUu8AAAAJ,
Dieter August Kranzlmüller,LMU Munich,de,http://www.nm.ifi.lmu.de/~kranzlm,NOSCHOLARPAGE,0000-0002-8319-0123
Dieter Kranzlmüller,LMU Munich,de,http://www.nm.ifi.lmu.de/~kranzlm,NOSCHOLARPAGE,
Dirk Beyer 0001,LMU Munich,de,https://www.sosy-lab.org/people/beyer,AFOIl1IAAAAJ,0000-0003-4832-7662
Eyke Hüllermeier,LMU Munich,de,https://www.kiml.ifi.lmu.de,usVJeNN3xFAC,
Florian Alt,LMU Munich,de,http://www.medien.ifi.lmu.de/team/florian.alt,wf3Muy8AAAAJ,0000-0001-8354-2195
François Bry,LMU Munich,de,https://www.pms.ifi.lmu.de/mitarbeiter/derzeitige/francois-bry,uERnzWQAAAAJ,0000-0002-0532-6005
François Bry-Haußer,LMU Munich,de,https://www.pms.ifi.lmu.de/mitarbeiter/derzeitige/francois-bry,uERnzWQAAAAJ,
Gidon Ernst,LMU Munich,de,https://www.sosy-lab.org/people/ernst,_JqtqisAAAAJ,0000-0002-3289-5764
Gitta Kutyniok,LMU Munich,de,https://www.math.lmu.de/~kutyniok,JHs9LssAAAAJ,0000-0001-9738-2487
Göran Kauermann,LMU Munich,de,https://www.en.wisostat.statistik.uni-muenchen.de,b4tlea0AAAAJ,
Hans-Peter Kriegel,LMU Munich,de,http://www.dbs.ifi.lmu.de/cms/personen/professoren/kriegel/index.html,DBf9LC4AAAAJ,
Heinrich Hussmann,LMU Munich,de,http://www.medien.ifi.lmu.de/team/heinrich.hussmann,kwha-i8AAAAJ,0000-0003-1709-7905
Heinrich Hußmann,LMU Munich,de,http://www.medien.ifi.lmu.de/team/heinrich.hussmann,kwha-i8AAAAJ,
Helmut Küchenhoff,LMU Munich,de,https://www.stablab.stat.uni-muenchen.de,MIHbY4UAAAAJ,
Helmut Schmid,LMU Munich,de,https://www.cis.lmu.de/personen/privatdozenten/schmid/index.html,na103EYAAAAJ,
Hinrich Schütze,LMU Munich,de,https://www.cis.uni-muenchen.de/schuetze,qIL9dWUAAAAJ,0000-0001-9514-7934
Jan Johannsen,LMU Munich,de,https://www.ifi.lmu.de/institut/personen/jjohannsen/index.html,peeW37kAAAAJ,0009-0004-2072-4679
Jasmin Blanchette,LMU Munich,de,https://www.tcs.ifi.lmu.de/mitarbeiter/jasmin-blanchette_de.html,OpuTG3IAAAAJ,
Jasmin Christian Blanchette,LMU Munich,de,https://www.tcs.ifi.lmu.de/mitarbeiter/jasmin-blanchette_de.html,OpuTG3IAAAAJ,0000-0002-8367-0936
Johannes Kinder,LMU Munich,de,https://www.plai.ifi.lmu.de/people/professors/kinder,rnDHTKYAAAAJ,0000-0002-8594-7839
Klaus U. Schulz,LMU Munich,de,https://www.cis.uni-muenchen.de/people/schulz.html,NOSCHOLARPAGE,
Marcus Paradies,LMU Munich,de,https://www.dbs.ifi.lmu.de/cms/personen/professoren/paradies/index.html,psFgGl8AAAAJ,
Marie-Christine Jakobs,LMU Munich,de,https://www.sosy-lab.org/people/jakobs,LF7vijUAAAAJ,0000-0002-5890-4673
Martin Hofmann 0001,LMU Munich,de,https://www.tcs.ifi.lmu.de/people/martin-hofmann,MuXVKIMAAAAJ,
Martin Wirsing,LMU Munich,de,https://www.sosy-lab.org/people/wirsing,QonRHo8AAAAJ,
Matthias Schubert,LMU Munich,de,http://www.dbs.ifi.lmu.de/cms/personen/professoren/schubert/index.html,GEnUYjQAAAAJ,
Mila E. Majster-Cederbaum,LMU Munich,de,https://www.sosy-lab.org/people/majster-cederbaum,NOSCHOLARPAGE,
Peer Kröger,LMU Munich,de,http://www.dbs.ifi.lmu.de/cms/personen/professoren/kroeger/index.html,o_OWGOwAAAAJ,
